Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Median time in port (days) Missing value,Average age of vessels (years),Average age of vessels (years) Footnote,Average age of vessels (years) Missing value,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Average size (GT) of vessels Missing value,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Average cargo carrying capacity (dwt) per vessel Missing value,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Average container carrying capacity (TEU) per container ship Missing value,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Maximum size (GT) of vessels Missing value,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Maximum cargo carrying capacity (dwt) of vessels Missing value,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Maximum container carrying capacity (TEU) of container ships Missing value
2019S02,"S2   2019",926,"United Kingdom",01,"Passenger ships",,,"Not available or not separately reported",17,,,12350,,,,,"Not available or not separately reported",,,"Not available or not separately reported",177000,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",00,"All ships",1.3882,,,24,,,16343,,,46260,,,5293,,,228081,,,321300,,,14414,,
2019S02,"S2   2019",842,"United States of America",02,"Liquid bulk carriers",1.6222,,,10,,,35144,,,60841,,,,,"Not available or not separately reported",170000,,,321300,,,,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",07,"Liquefied petroleum gas carriers",1.9799,,,8,,,30924,,,35394,,,,,"Not available or not separately reported",59226,,,59138,,,,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",08,"Liquefied natural gas carriers",1.2698,,,5,,,99257,,,81152,,,,,"Not available or not separately reported",149367,,,156000,,,,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",05,"Dry bulk carriers",1.5382,,,23,,,26927,,,48292,,,,,"Not available or not separately reported",108237,,,209331,,,,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",04,"Dry breakbulk carriers",1.8753,,,16,,,12678,,,17219,,,,,"Not available or not separately reported",66870,,,72927,,,,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",13,,,58072,,,21164,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2019S02,"S2   2019",842,"United States of America",03,"Container ships",1.0125,,,13,,,59170,,,,,"Not available or not separately reported",5293,,,154000,,,,,"Not available or not separately reported",14414,,
2019S02,"S2   2019",842,"United States of America",01,"Passenger ships",,,"Not available or not separately reported",27,,,8383,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",00,"All ships",0.9944,,,18,,,15125,,,25118,,,3516,,,235500,,,441561,,,23964,,
2020S01,"S1   2020",0000,"World",02,"Liquid bulk carriers",0.9701,,,14,,,15828,,,27469,,,,,"Not available or not separately reported",234006,,,441561,,,,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",07,"Liquefied petroleum gas carriers",1.0389,,,15,,,10848,,,12214,,,,,"Not available or not separately reported",59226,,,64220,,,,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",08,"Liquefied natural gas carriers",1.1111,,,11,,,96625,,,75321,,,,,"Not available or not separately reported",168189,,,156000,,,,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",05,"Dry bulk carriers",2.0868,,,14,,,32270,,,57693,,,,,"Not available or not separately reported",204014,,,404389,,,,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",04,"Dry breakbulk carriers",1.1757,,,21,,,5469,,,7443,,,,,"Not available or not separately reported",91784,,,116173,,,,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",17,,,25093,,,10141,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2020S01,"S1   2020",0000,"World",03,"Container ships",0.6861,,,14,,,37990,,,,,"Not available or not separately reported",3516,,,235500,,,,,"Not available or not separately reported",23964,,
2020S01,"S1   2020",0000,"World",01,"Passenger ships",,,"Not available or not separately reported",20,,,7977,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",00,"All ships",1.4889,,,21,,,25790,,,81834,,,4653,,,169379,,,299688,,,9572,,
2020S01,"S1   2020",036,"Australia",02,"Liquid bulk carriers",1.2563,,,8,,,22571,,,38315,,,,,"Not available or not separately reported",85496,,,164274,,,,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",07,"Liquefied petroleum gas carriers",0.9323,,,10,,,13740,,,15648,,,,,"Not available or not separately reported",50676,,,58591,,,,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",08,"Liquefied natural gas carriers",1.1851,,,9,,,111338,,,85324,,,,,"Not available or not separately reported",144978,,,97730,,,,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",05,"Dry bulk carriers",1.6215,,,10,,,59257,,,110888,,,,,"Not available or not separately reported",152457,,,299688,,,,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",04,"Dry breakbulk carriers",2.226,,,12,,,22170,,,31804,,,,,"Not available or not separately reported",54725,,,80500,,,,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",13,,,37141,,,14643,,,,,"Not available or not separately reported",76420,,,43878,,,,,"Not available or not separately reported"
2020S01,"S1   2020",036,"Australia",03,"Container ships",1.3083,,,13,,,50747,,,,,"Not available or not separately reported",4653,,,109712,,,,,"Not available or not separately reported",9572,,
2020S01,"S1   2020",036,"Australia",01,"Passenger ships",,,"Not available or not separately reported",29,,,4608,,,,,"Not available or not separately reported",,,"Not available or not separately reported",169379,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2020S01,"S1   2020",124,"Canada",00,"All ships",0.9944,,,27,,,11129,,,35515,,,5192,,,170618,,,320780,,,14414,,
2020S01,"S1   2020",124,"Canada",02,"Liquid bulk carriers",1.0917,,,12,,,23713,,,39795,,,,,"Not available or not separately reported",170618,,,320780,,,,,"Not available or not separately reported"
2020S01,"S1   2020",124,"Canada",07,"Liquefied petroleum gas carriers",1.4882,,,11,,,41307,,,48907,,,,,"Not available or not separately reported",51035,,,54804,,,,,"Not available or not separately reported"
